TestNumber,JVMMedian,WholeSysMedian
1,45.9,2.3
2,91.9,4.5
3,110.9,5.3
4,111.9,5.6
5,116.9,5.7
6,121.8,5.6
7,129.8,5.9
8,138.8,5.9
9,138.8,6.1
10,143.8,6.3
11,273.6,12.6
