TestNumber,JVMMedian,WholeSysMedian
1,200.7,7.7
2,248.7,10.5
3,117.9,5.6
4,116.9,5.7
5,119.8,5.8
6,136.8,6.8
7,312.6,12.6
8,185.8,7.2
9,146.8,6.0
10,144.8,6.5
11,270.6,11.6
12,154.8,7.0
13,235.6,11.3
